BUILDING ID,REGISTRATION ID,BOROUGH,NUMBER,STREET,VACATE ORDER NUMBER,PRIMARY VACATE REASON,VACATE TYPE,VACATE EFFECTIVE DATE,RESCIND DATE,NUMBER OF VACATED UNITS,POSTCODE,LATITUDE,LONGITUDE,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT,BIN,BBL,NTA
337406,306746,BK,322,MILFORD STREET,108077,Fire Damage,Partial,05/08/2013,10/18/2017,2,11208,40.67136,-73.87631,5,42,1194,3089943,3040560040,East New York                                                              
337333,815676,BK,186,MILFORD STREET,128895,Illegal Occupancy,Partial,03/28/2016,,1,11208,40.67508,-73.87724,5,37,1192,3089064,3040080034,East New York                                                              
3366,126780,MN,1810,ADAM C POWELL BOULEVARD,128254,Fire Damage,Partial,03/03/2016,,6,10026,40.79968,-73.95513,10,9,216,1055067,1018260036,Central Harlem South                                                       
336512,355537,BK,374,METROPOLITAN AVENUE,136102,Fire Damage,Partial,03/10/2017,,2,11211,40.71407,-73.95562,1,34,519,3062503,3023690012,North Side-South Side                                                      
336481,321894,BK,232,METROPOLITAN AVENUE,129727,Fire Damage,Partial,04/13/2016,02/21/2017,1,11211,40.71512,-73.95989,1,34,553,3062461,3023660013,North Side-South Side                                                      
336334,319502,BK,185,MESEROLE STREET,136601,Fire Damage,Partial,04/04/2017,,3,11206,40.70827,-73.94132,1,34,493,3071023,3030450034,Bushwick South                                                             
33534,109138,MN,503,WEST 47 STREET,131399,Fire Damage,Partial,07/05/2016,,2,10036,40.76306,-73.99375,4,3,129,1026990,1010760028,Clinton                                                                    
335057,337443,BK,222,MAC DOUGAL STREET,112077,Illegal Occupancy,Partial,11/14/2013,,4,11233,40.68016,-73.91183,16,41,371,3041672,3015330036,Ocean Hill                                                                 
334942,379523,BK,818,MAC DONOUGH STREET,120643,Illegal Occupancy,Partial,12/22/2014,,1,11233,40.68447,-73.91366,16,41,373,3040465,3015030020,Ocean Hill                                                                 
334942,379523,BK,818,MAC DONOUGH STREET,109429,Fire Damage,Partial,06/18/2013,,2,11233,40.68447,-73.91366,16,41,373,3040465,3015030020,Ocean Hill                                                                 
334907,363034,BK,769,MAC DONOUGH STREET,134657,Habitability,Entire Building,12/15/2016,,4,11233,40.68424,-73.91566,16,41,373,3040228,3014980054,Ocean Hill                                                                 
334880,350145,BK,739,MAC DONOUGH STREET,97527,Habitability,Entire Building,07/24/2012,,1,11233,40.68415,-73.91651,16,41,373,3040239,3014980067,Ocean Hill                                                                 
334862,361919,BK,704,MAC DONOUGH STREET,122980,Fire Damage,Entire Building,04/22/2015,09/20/2017,4,11233,40.68392,-73.91834,3,41,377,3040339,3015010025,Stuyvesant Heights                                                         
334175,368841,BK,509,MC DONALD AVENUE,135614,Fire Damage,Partial,02/01/2017,,1,11218,40.64181,-73.97923,12,39,486,3125286,3053530077,Kensington-Ocean Parkway                                                   
334172,359194,BK,505,MC DONALD AVENUE,114906,Illegal Occupancy,Partial,03/24/2014,04/22/2014,1,11218,40.64188,-73.97925,12,39,486,3125287,3053530078,Kensington-Ocean Parkway                                                   
33345,118387,MN,412,WEST 46 STREET,133756,Habitability,Entire Building,10/11/2016,,15,10036,40.76125,-73.99140,4,3,121,1026462,1010550041,Clinton                                                                    
33345,118387,MN,412,WEST 46 STREET,121995,Fire Damage,Partial,03/09/2015,,4,10036,40.76125,-73.99140,4,3,121,1026462,1010550041,Clinton                                                                    
333398,303777,BK,323,MARTENSE STREET,111250,Fire Damage,Partial,09/26/2013,,2,11226,40.65178,-73.94821,17,40,818,3108534,3048680075,Erasmus                                                                    
333196,314487,BK,435,MARION STREET,93305,Habitability,Entire Building,02/15/2012,,6,11233,40.68167,-73.91198,16,41,371,3041165,3015160043,Ocean Hill                                                                 
332606,322913,BK,595,MARCY AVENUE,121617,Illegal Occupancy,Partial,02/01/2015,,1,11206,40.69475,-73.94907,3,36,25901,3048634,3017550001,Bedford                                                                    
332586,319777,BK,537,MARCY AVENUE,122122,Fire Damage,Entire Building,03/09/2015,11/15/2016,4,11206,40.69681,-73.94948,3,36,257,3048514,3017430008,Bedford                                                                    
332466,323447,BK,30,MARCONI PLACE,107592,Fire Damage,Partial,04/23/2013,,2,11233,40.67678,-73.91274,16,41,301,3042525,3015650040,Ocean Hill                                                                 
332262,818030,BK,437,MAPLE STREET,140815,Illegal Occupancy,Partial,10/03/2017,,1,11225,40.66110,-73.94644,9,40,806,3106539,3047920037,Prospect Lefferts Gardens-Wingate                                          
33193,128970,MN,405,WEST 45 STREET,132663,Fire Damage,Partial,08/08/2016,,4,10036,40.76052,-73.99161,4,3,121,1026452,1010550028,Clinton                                                                    
331249,330838,BK,832,MADISON STREET,92010,Habitability,Entire Building,01/05/2012,,3,11221,40.68768,-73.92475,3,41,385,3045328,3016480033,Stuyvesant Heights                                                         
330564,339147,BK,1091,MADISON STREET,98817,Habitability,Entire Building,09/19/2012,08/07/2015,3,11221,40.69166,-73.91644,4,34,415,3076778,3033590058,Bushwick South                                                             
33022,140730,MN,500,WEST 43 STREET,125138,Fire Damage,Partial,08/14/2015,,1,10036,40.76034,-73.99509,4,3,129,1076215,1010717501,Clinton                                                                    
33022,140730,MN,500,WEST 43 STREET,113967,Fire Damage,Partial,02/12/2014,,10,10036,40.76034,-73.99509,4,3,129,1076215,1010717501,Clinton                                                                    
329146,315465,BK,73,LOTT AVENUE,119724,Illegal Occupancy,Partial,10/24/2014,,1,11212,40.65745,-73.91112,16,42,896,3082510,3036110007,Brownsville                                                                
329134,316242,BK,44,LOTT AVENUE,128870,Fire Damage,Partial,03/28/2016,08/18/2017,2,11212,40.65727,-73.91222,16,42,896,3082707,3036210031,Brownsville                                                                
32822,138140,MN,404,WEST 40 STREET,134852,Illegal Occupancy,Partial,02/07/2017,,1,10018,40.75726,-73.99387,4,3,115,1013003,1007370041,Clinton                                                                    
327969,347710,BK,584,LINWOOD STREET,106214,Fire Damage,Entire Building,03/29/2013,,4,11208,40.67086,-73.88183,5,42,1164,3089805,3040500124,East New York                                                              
327770,817582,BK,66,LINDEN STREET,108320,Habitability,Entire Building,05/09/2013,,2,11221,40.69189,-73.92087,4,34,399,3076239,3033310005,Bushwick South                                                             
327732,355167,BK,36,LINDEN STREET,128004,Illegal Occupancy,Partial,02/10/2016,08/24/2016,1,11221,40.69087,-73.92187,4,34,397,3076222,3033300014,Bushwick South                                                             
327705,320057,BK,308,LINDEN STREET,106202,Illegal Occupancy,Partial,04/04/2013,11/21/2014,2,11237,40.69838,-73.91450,4,37,433,3076324,3033350026,Bushwick North                                                             
327471,331436,BK,675,LINDEN BOULEVARD,114272,Fire Damage,Partial,02/28/2014,07/28/2014,1,11203,40.65364,-73.93337,17,41,870,3101326,3046530033,East Flatbush-Farragut                                                     
327268,310718,BK,322,LINDEN BOULEVARD,118212,Fire Damage,Partial,07/24/2014,11/18/2014,1,11226,40.65275,-73.94764,17,40,818,3323153,3048680046,Erasmus                                                                    
327243,815457,BK,280,LINDEN BOULEVARD,121648,Habitability,Entire Building,04/14/2015,,1,11226,40.65270,-73.94863,17,40,818,3108506,3048680027,Erasmus                                                                    
327115,338303,BK,180,LINDEN BOULEVARD,135049,Fire Damage,Partial,01/13/2017,07/12/2017,2,11226,40.65252,-73.95184,17,40,820,3116810,3050880012,Prospect Lefferts Gardens-Wingate                                          
327086,360535,BK,171,LINDEN BOULEVARD,126733,Fire Damage,Partial,11/05/2015,,2,11226,40.65253,-73.95204,17,40,820,3116695,3050850094,Prospect Lefferts Gardens-Wingate                                          
326962,301012,BK,40,LINCOLN ROAD,142329,Fire Damage,Partial,01/10/2018,02/06/2018,3,11225,40.66077,-73.96147,9,40,79802,3114593,3050260056,Prospect Lefferts Gardens-Wingate                                          
326943,355174,BK,341,LINCOLN ROAD,94235,Fire Damage,Partial,03/19/2012,,1,11225,40.66152,-73.95163,9,40,800,3035372,3013290053,Prospect Lefferts Gardens-Wingate                                          
326583,300907,BK,519,LINCOLN PLACE,105267,Fire Damage,Partial,02/14/2013,,4,11238,40.67189,-73.95932,8,35,217,3029608,3011780069,Crown Heights North                                                        
326533,327373,BK,272,LINCOLN PLACE,117777,Fire Damage,Partial,07/01/2014,,1,11238,40.67358,-73.96669,8,35,215,3029619,3011790003,Prospect Heights                                                           
326251,329766,BK,1188,LINCOLN PLACE,97379,Fire Damage,Partial,07/24/2012,09/04/2013,1,11213,40.67008,-73.93741,8,35,337,3037262,3013880032,Crown Heights North                                                        
326090,374306,BK,735,LINCOLN AVENUE,123030,Fire Damage,Partial,04/22/2015,08/31/2015,1,11208,40.67119,-73.86607,5,42,1208,3343256,3042719001,East New York                                                              
325778,354113,BK,98,LIBERTY AVENUE,126394,Fire Damage,Partial,10/28/2015,,2,11212,40.67282,-73.90710,16,37,908,3083602,3036920018,Brownsville                                                                
325695,354496,BK,728,LIBERTY AVENUE,121993,Fire Damage,Entire Building,02/18/2015,,4,11208,40.67642,-73.88286,5,37,1166,3341486,3039870014,East New York                                                              
325666,355316,BK,655,LIBERTY AVENUE,136038,Fire Damage,Partial,03/01/2017,,2,11207,40.67605,-73.88549,5,37,1170,3088355,3039680041,East New York                                                              
325619,337838,BK,536,LIBERTY AVENUE,101391,Fire Damage,Partial,12/06/2012,,1,11207,40.67537,-73.88992,5,37,1152,3088516,3039790011,East New York                                                              
325583,813225,BK,453,LIBERTY AVENUE,136110,Habitability,Entire Building,03/07/2017,,2,11207,40.67491,-73.89313,5,37,1198,3083570,3036900025,East New York                                                              
32459,114259,MN,346,WEST 36 STREET,127841,Fire Damage,Partial,02/10/2016,,1,10018,40.75405,-73.99389,4,3,111,1013583,1007590067,Hudson Yards-Chelsea-Flatiron-Union Square                                 
324133,373499,BK,310,LENOX ROAD,121475,Fire Damage,Partial,02/01/2015,,3,11226,40.65420,-73.94898,17,40,818,3108056,3048530028,Erasmus                                                                    
323967,301679,BK,374,LEGION STREET,132703,Fire Damage,Partial,08/19/2016,09/20/2017,1,11212,40.65932,-73.91592,16,42,894,3082172,3035940025,Brownsville                                                                
323523,341043,BK,355,LEFFERTS AVENUE,120038,Fire Damage,Partial,11/25/2014,,1,11225,40.66245,-73.94937,9,40,329,3035099,3013210053,Prospect Lefferts Gardens-Wingate                                          
323242,327374,BK,112,LEE AVENUE,107794,Fire Damage,Partial,05/01/2013,,2,11211,40.70438,-73.95846,1,33,533,3060173,3021990034,Williamsburg                                                               
323231,359023,BK,33,LAWTON STREET,95648,Illegal Occupancy,Partial,06/18/2012,,2,11221,40.69559,-73.93030,4,34,393,3073364,3032250027,Bushwick South                                                             
323231,359023,BK,33,LAWTON STREET,95323,Illegal Occupancy,Partial,05/03/2012,,1,11221,40.69559,-73.93030,4,34,393,3073364,3032250027,Bushwick South                                                             
323189,385935,BK,88,LAWRENCE AVENUE,125382,Illegal Occupancy,Partial,09/03/2015,,1,11230,40.62964,-73.97569,14,44,480,3127879,3054220024,Flatbush                                                                   
322619,352898,BK,979,LAFAYETTE AVENUE,119397,Illegal Occupancy,Entire Building,09/30/2014,,15,11221,40.69202,-73.93276,3,36,289,3043487,3016070069,Stuyvesant Heights                                                         
322591,349001,BK,938,LAFAYETTE AVENUE,119601,Habitability,Partial,10/31/2014,10/18/2017,1,11221,40.69176,-73.93498,3,36,291,3043601,3016100033,Stuyvesant Heights                                                         
322495,344975,BK,859,LAFAYETTE AVENUE,108075,Fire Damage,Partial,05/29/2013,,1,11221,40.69140,-73.93822,3,36,281,3043367,3016050061,Stuyvesant Heights                                                         
322493,344255,BK,857,LAFAYETTE AVENUE,94796,Habitability,Entire Building,04/10/2012,,4,11221,40.69139,-73.93828,3,36,281,3043368,3016050062,Stuyvesant Heights                                                         
322491,359680,BK,855,LAFAYETTE AVENUE,108073,Fire Damage,Partial,05/29/2013,04/03/2015,2,11221,40.69138,-73.93834,3,36,281,3043369,3016050063,Stuyvesant Heights                                                         
321984,372139,BK,1111,LAFAYETTE AVENUE,92570,Fire Damage,Partial,01/24/2012,,1,11221,40.69272,-73.92671,4,34,395,3074343,3032630055,Bushwick South                                                             
321619,350943,BK,283,KOSCIUSZKO STREET,117897,Fire Damage,Partial,07/01/2014,,1,11221,40.69152,-73.94369,3,36,261,3322114,3017810057,Bedford                                                                    
321411,333116,BK,727,KNICKERBOCKER AVENUE,105427,Habitability,Entire Building,02/22/2013,,4,11221,40.69399,-73.90985,4,37,437,3078029,3033920004,Bushwick North                                                             
321235,304956,BK,309,KNICKERBOCKER AVENUE,95155,Illegal Occupancy,Partial,04/16/2012,,1,11237,40.70163,-73.92329,4,34,429,3073199,3032200001,Bushwick North                                                             
321231,349514,BK,305,KNICKERBOCKER AVENUE,94961,Illegal Occupancy,Partial,04/16/2012,,3,11237,40.70168,-73.92338,4,34,429,3073201,3032200003,Bushwick North                                                             
321004,304948,BK,451,KINGSTON AVENUE,140239,Fire Damage,Partial,08/31/2017,11/13/2017,1,11225,40.66350,-73.94275,9,41,331,3035200,3013260001,Crown Heights South                                                        
320862,810959,BK,133,KINGSTON AVENUE,98855,Fire Damage,Partial,09/19/2012,10/18/2017,2,11213,40.67530,-73.94163,8,36,311,3030809,3012230009,Crown Heights North                                                        
320843,851011,BK,104,KINGSTON AVENUE,120668,Habitability,Entire Building,12/22/2014,,4,11213,40.67611,-73.94158,8,36,313,3030479,3012150044,Crown Heights North                                                        
320843,851011,BK,104,KINGSTON AVENUE,119840,Habitability,Entire Building,11/10/2014,,2,11213,40.67611,-73.94158,8,36,313,3030479,3012150044,Crown Heights North                                                        
320741,310259,BK,226,KINGSLAND AVENUE,98997,Fire Damage,Partial,09/19/2012,,1,11222,40.72452,-73.94145,1,33,591,3067237,3026890068,Greenpoint                                                                 
320625,312637,BK,9302,KINGS HIGHWAY,111120,Fire Damage,Partial,09/26/2013,,1,11212,40.65725,-73.92103,17,41,886,3101825,3046680069,Rugby-Remsen Village                                                       
320613,342481,BK,9201,KINGS HIGHWAY,112921,Fire Damage,Partial,12/13/2013,,1,11212,40.65640,-73.92136,17,41,886,3101761,3046670001,Rugby-Remsen Village                                                       
320405,327814,BK,5407,KINGS HIGHWAY,125123,Fire Damage,Partial,08/14/2015,08/11/2016,1,11203,40.64088,-73.92560,17,45,94401,3321121,3079300001,Flatlands                                                                  
320035,816586,BK,308,KINGS HIGHWAY,135396,Fire Damage,Partial,01/20/2017,06/27/2017,2,11223,40.60504,-73.97897,11,47,426,3176888,3066510068,Bensonhurst East                                                           
318310,342043,BK,56,JEWEL STREET,101525,Fire Damage,Partial,12/06/2012,,4,11222,40.72739,-73.94687,1,33,573,3065900,3026260039,Greenpoint                                                                 
317990,345969,BK,358,JEROME STREET,124076,Illegal Occupancy,Partial,06/17/2015,,5,11207,40.67290,-73.88665,5,37,1150,3089152,3040130117,East New York                                                              
317802,342350,BK,307,JEFFERSON STREET,105377,Habitability,Entire Building,02/20/2013,,8,11237,40.70441,-73.92618,4,34,427,3072147,3031660046,Bushwick North                                                             
317597,343716,BK,899,JEFFERSON AVENUE,105611,Habitability,Partial,03/04/2013,10/18/2017,1,11221,40.68646,-73.92244,3,41,375,3039797,3014850068,Stuyvesant Heights                                                         
317306,373494,BK,510,JEFFERSON AVENUE,125768,Illegal Occupancy,Partial,09/24/2015,,1,11221,40.68473,-73.93740,3,36,275,3045666,3016540012,Stuyvesant Heights                                                         
317153,324255,BK,343,JEFFERSON AVENUE,96156,Fire Damage,Entire Building,06/14/2012,,3,11216,40.68393,-73.94446,3,36,267,3338703,3018290042,Bedford                                                                    
316724,345271,BK,1140,JEFFERSON AVENUE,113630,Habitability,Entire Building,01/10/2014,,3,11221,40.68937,-73.91515,4,37,399,3077857,3033880030,Bushwick South                                                             
316399,331727,BK,672,JAMAICA AVENUE,122256,Habitability,Entire Building,03/12/2015,,2,11208,40.68669,-73.87945,5,37,1174,3090766,3041010022,Cypress Hills-City Line                                                    
315780,334170,BK,209,IRVING AVENUE,103263,Fire Damage,Entire Building,12/27/2012,09/18/2014,6,11237,40.70122,-73.91823,4,37,443,3074850,3032800005,Bushwick North                                                             
315762,340585,BK,191,IRVING AVENUE,129170,Fire Damage,Partial,04/08/2016,,1,11237,40.70169,-73.91905,4,37,443,3074524,3032700006,Bushwick North                                                             
315740,360703,BK,170,IRVING AVENUE,105456,Fire Damage,Partial,03/04/2013,,1,11237,40.70206,-73.91974,4,37,431,3074198,3032580032,Bushwick North                                                             
315732,321473,BK,162,IRVING AVENUE,141868,Illegal Occupancy,Partial,12/12/2017,,2,11237,40.70232,-73.92020,4,37,429,3325539,3032470036,Bushwick North                                                             
314794,338340,BK,214,HULL STREET,136034,Fire Damage,Partial,03/07/2017,08/17/2017,1,11233,40.67997,-73.90707,16,37,369,3041969,3015400023,Ocean Hill                                                                 
314769,364702,BK,185,HULL STREET,132346,Illegal Occupancy,Partial,07/27/2016,,4,11233,40.67970,-73.90951,16,37,369,3041735,3015340049,Ocean Hill                                                                 
314703,314376,BK,141,HULL STREET,132187,Illegal Occupancy,Partial,07/27/2016,,1,11233,40.67945,-73.91175,16,41,371,3041685,3015330051,Ocean Hill                                                                 
314703,314376,BK,141,HULL STREET,127873,Illegal Occupancy,Partial,02/03/2016,,1,11233,40.67945,-73.91175,16,41,371,3041685,3015330051,Ocean Hill                                                                 
314467,817386,BK,36,HUBBARD PLACE,138492,Illegal Occupancy,Partial,06/27/2017,,1,11210,40.62490,-73.93747,18,45,736,3217037,3078110043,Flatlands                                                                  
31435,139760,MN,137,WEST 23 STREET,115030,Fire Damage,Partial,04/15/2014,08/14/2017,1,10011,40.74340,-73.99396,4,3,91,1014949,1007990021,Hudson Yards-Chelsea-Flatiron-Union Square                                 
314328,341436,BK,122,HOYT STREET,107524,Habitability,Entire Building,05/06/2013,,1,11217,40.68671,-73.98773,2,33,43,3001076,3001880042,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
314045,369119,BK,199,HOWARD AVENUE,94462,Illegal Occupancy,Partial,04/02/2012,05/19/2016,1,11233,40.68163,-73.91973,3,41,379,3040820,3015090001,Stuyvesant Heights                                                         
314045,369119,BK,199,HOWARD AVENUE,93892,Illegal Occupancy,Partial,03/08/2012,,1,11233,40.68163,-73.91973,3,41,379,3040820,3015090001,Stuyvesant Heights                                                         
313003,306097,BK,97,HIMROD STREET,123026,Fire Damage,Entire Building,04/22/2015,05/16/2016,5,11221,40.69612,-73.92378,4,34,421,3074398,3032650055,Bushwick South                                                             
312915,340824,BK,370,HIMROD STREET,92640,Fire Damage,Entire Building,01/27/2012,,4,11237,40.70333,-73.91665,4,37,443,3074879,3032810012,Bushwick North                                                             
312914,370662,BK,368,HIMROD STREET,92639,Fire Damage,Entire Building,01/27/2012,10/18/2017,5,11237,40.70330,-73.91669,4,37,443,3074878,3032810011,Bushwick North                                                             
312790,324855,BK,87,HILL STREET,142403,Illegal Occupancy,Partial,01/10/2018,,1,11208,40.67899,-73.87004,5,37,1190,3093555,3041700037,Cypress Hills-City Line                                                    
312790,324855,BK,87,HILL STREET,104478,Illegal Occupancy,Partial,01/24/2013,,1,11208,40.67899,-73.87004,5,37,1190,3093555,3041700037,Cypress Hills-City Line                                                    
312508,815309,BK,215,HIGHLAND BOULEVARD,126852,Illegal Occupancy,Partial,12/14/2015,01/26/2017,1,11207,40.68186,-73.89371,5,37,114201,3086207,3038850216,Cypress Hills-City Line                                                    
312325,339042,BK,30,HICKS STREET,126846,Fire Damage,Partial,12/14/2015,,2,11201,40.70104,-73.99311,2,33,1,3001525,3002100010,Brooklyn Heights-Cobble Hill                                               
311918,331841,BK,549,HERZL STREET,135399,Fire Damage,Partial,01/20/2017,04/06/2017,1,11212,40.65626,-73.91216,16,42,896,3082701,3036210015,Brownsville                                                                
311872,307821,BK,415,HERZL STREET,130438,Illegal Occupancy,Partial,05/17/2016,06/01/2017,1,11212,40.65961,-73.91302,16,42,896,3082271,3035980017,Brownsville                                                                
311346,342948,BK,1420,HERKIMER STREET,93893,Illegal Occupancy,Partial,03/08/2012,,1,11233,40.67728,-73.90658,16,37,367,3042729,3015720016,Ocean Hill                                                                 
311298,372474,BK,1336,HERKIMER STREET,108534,Illegal Occupancy,Partial,05/29/2013,,1,11233,40.67744,-73.90941,16,37,369,3042656,3015690023,Ocean Hill                                                                 
311123,361572,BK,1058,HERKIMER STREET,122125,Illegal Occupancy,Partial,03/02/2015,,1,11233,40.67793,-73.91839,3,41,301,3042354,3015590024,Ocean Hill                                                                 
310623,328238,BK,774,HENDRIX STREET,134374,Illegal Occupancy,Partial,12/08/2016,,2,11207,40.66272,-73.88619,5,42,1122,3096816,3043050043,East New York (Pennsylvania Ave)                                           
309707,328072,BK,173,HEMLOCK STREET,99408,Illegal Occupancy,Partial,10/11/2012,,1,11208,40.68563,-73.87158,5,37,1184,3092361,3041320030,Cypress Hills-City Line                                                    
309620,306540,BK,660,HEGEMAN AVENUE,110148,Fire Damage,Partial,07/03/2013,03/16/2017,1,11207,40.66173,-73.88745,5,42,1104,3097442,3043280001,East New York                                                              
309594,374408,BK,612,HEGEMAN AVENUE,96361,Fire Damage,Partial,06/26/2012,,1,11207,40.66103,-73.88907,5,42,1104,3097372,3043260001,East New York                                                              
309575,325408,BK,545,HEGEMAN AVENUE,127431,Illegal Occupancy,Partial,01/11/2016,,1,11207,40.66006,-73.89138,5,42,1128,3096477,3042990045,East New York (Pennsylvania Ave)                                           
309353,366463,BK,48,HAWTHORNE STREET,114267,Fire Damage,Entire Building,03/24/2014,,3,11225,40.65732,-73.95861,9,40,79601,3115663,3050450027,Prospect Lefferts Gardens-Wingate                                          
309326,369450,BK,665,NEW YORK AVENUE,97918,Fire Damage,Entire Building,08/07/2012,,115,11203,40.65787,-73.94740,9,40,810,3107446,3048200001,Prospect Lefferts Gardens-Wingate                                          
309255,373436,BK,265,HAWTHORNE STREET,126673,Fire Damage,Partial,11/05/2015,,3,11225,40.65777,-73.95161,9,40,802,3115632,3050440063,Prospect Lefferts Gardens-Wingate                                          
309061,339864,BK,22,HAUSMAN STREET,121912,Fire Damage,Entire Building,02/18/2015,,4,11222,40.72462,-73.93861,1,33,593,3067452,3026920049,Greenpoint                                                                 
308799,331445,BK,871,HART STREET,130834,Fire Damage,Partial,06/09/2016,10/18/2017,2,11237,40.70265,-73.92205,4,34,429,3073233,3032200039,Bushwick North                                                             
308760,340040,BK,792,HART STREET,115792,Habitability,Entire Building,04/14/2014,,6,11237,40.70105,-73.92359,4,37,429,3073567,3032350023,Bushwick North                                                             
308539,334361,BK,415,HART STREET,108183,Fire Damage,Partial,05/09/2013,,1,11221,40.69495,-73.93342,3,36,287,3043059,3015930051,Stuyvesant Heights                                                         
308534,813878,BK,409A,HART STREET,115035,Habitability,Entire Building,03/13/2014,10/27/2014,2,11221,40.69492,-73.93362,3,36,287,3043062,3015930054,Stuyvesant Heights                                                         
307987,366570,BK,290,HARMAN STREET,127758,Illegal Occupancy,Partial,01/26/2016,12/29/2017,1,11237,40.69989,-73.91887,4,37,431,3075096,3032890010,Bushwick North                                                             
307459,343945,BK,856,HANCOCK STREET,132683,Habitability,Entire Building,09/06/2016,,5,11233,40.68581,-73.92146,3,41,377,3039917,3014900033,Stuyvesant Heights                                                         
307459,343945,BK,856,HANCOCK STREET,101054,Illegal Occupancy,Partial,11/23/2012,,1,11233,40.68581,-73.92146,3,41,377,3039917,3014900033,Stuyvesant Heights                                                         
30731,129730,MN,306,WEST 18 STREET,120460,Fire Damage,Partial,12/12/2014,,1,10011,40.74248,-74.00126,4,3,83,1013082,1007410039,Hudson Yards-Chelsea-Flatiron-Union Square                                 
307108,349167,BK,46,HANCOCK STREET,99478,Fire Damage,Entire Building,10/15/2012,,10,11216,40.68208,-73.95388,3,36,227,3057452,3020000016,Clinton Hill                                                               
306753,368043,BK,140,HANCOCK STREET,105436,Fire Damage,Partial,03/04/2013,,1,11216,40.68245,-73.95066,3,36,245,3052609,3018370053,Bedford                                                                    
306307,382787,BK,867,HALSEY STREET,92239,Habitability,Entire Building,01/13/2012,,4,11233,40.68547,-73.91801,3,41,377,3039958,3014910040,Stuyvesant Heights                                                         
306111,367107,BK,633,HALSEY STREET,126757,Habitability,Entire Building,11/17/2015,04/12/2017,3,11233,40.68442,-73.92721,3,36,383,3046241,3016620055,Stuyvesant Heights                                                         
305956,317887,BK,460,HALSEY STREET,136369,Fire Damage,Partial,03/22/2017,,4,11233,40.68339,-73.93603,3,36,275,3046373,3016640039,Stuyvesant Heights                                                         
305769,347531,BK,279,HALSEY STREET,128864,Fire Damage,Partial,03/28/2016,,2,11216,40.68272,-73.94194,3,36,267,3052847,3018400062,Bedford                                                                    
30552,128967,MN,321,WEST 16 STREET,122045,Illegal Occupancy,Partial,03/02/2015,,1,10011,40.74144,-74.00239,4,3,83,1013052,1007400022,Hudson Yards-Chelsea-Flatiron-Union Square                                 
305444,817508,BK,1043,HALSEY STREET,113956,Habitability,Entire Building,01/27/2014,,2,11207,40.68760,-73.91339,4,37,401,3078548,3034020058,Bushwick South                                                             
305198,344528,BK,16,GUNTHER PLACE,118117,Habitability,Entire Building,07/16/2014,,3,11233,40.67709,-73.91181,16,41,301,3042557,3015660030,Ocean Hill                                                                 
305082,815603,BK,99,GROVE STREET,133479,Habitability,Entire Building,09/22/2016,,2,11221,40.69338,-73.92059,4,34,419,3075905,3033140075,Bushwick South                                                             
304962,302277,BK,138,GROVE STREET,98857,Habitability,Entire Building,10/03/2012,09/17/2015,5,11221,40.69400,-73.91997,4,34,417,3076088,3033230028,Bushwick South                                                             
304962,302277,BK,138,GROVE STREET,98327,Illegal Occupancy,Partial,08/23/2012,09/17/2015,1,11221,40.69400,-73.91997,4,34,417,3076088,3033230028,Bushwick South                                                             
304946,308238,BK,122,GROVE STREET,99397,Fire Damage,Partial,10/15/2012,,1,11221,40.69368,-73.92028,4,34,417,3076084,3033230020,Bushwick South                                                             
304732,371460,BK,131,GREENPOINT AVENUE,110627,Fire Damage,Partial,07/24/2013,07/28/2014,1,11222,40.73013,-73.95502,1,33,565,3064721,3025580054,Greenpoint                                                                 
304655,812330,BK,94,GREENE AVENUE,111991,Fire Damage,Partial,11/04/2013,,2,11238,40.68641,-73.96834,2,35,199,3055973,3019600034,Clinton Hill                                                               
30438,131685,MN,251,WEST 15 STREET,108773,Fire Damage,Partial,05/29/2013,,1,10011,40.73986,-74.00062,4,3,81,1013760,1007650010,Hudson Yards-Chelsea-Flatiron-Union Square                                 
30438,131685,MN,251,WEST 15 STREET,107785,Fire Damage,Partial,05/01/2013,,11,10011,40.73986,-74.00062,4,3,81,1013760,1007650010,Hudson Yards-Chelsea-Flatiron-Union Square                                 
30404,106733,MN,158,WEST 15 STREET,121996,Fire Damage,Partial,02/24/2015,03/12/2015,15,10011,40.73871,-73.99795,4,3,81,1014542,1007900068,Hudson Yards-Chelsea-Flatiron-Union Square                                 
30404,106733,MN,158,WEST 15 STREET,121900,Fire Damage,Partial,02/24/2015,07/06/2015,5,10011,40.73871,-73.99795,4,3,81,1014542,1007900068,Hudson Yards-Chelsea-Flatiron-Union Square                                 
30403,124446,MN,156,WEST 15 STREET,107620,Fire Damage,Entire Building,05/01/2013,,10,10011,40.73870,-73.99791,4,3,81,1014541,1007900067,Hudson Yards-Chelsea-Flatiron-Union Square                                 
303894,340509,BK,1388,GREENE AVENUE,127533,Fire Damage,Partial,01/07/2016,,1,11237,40.69993,-73.91767,4,37,431,3075433,3033000027,Bushwick North                                                             
303874,304096,BK,1361,GREENE AVENUE,116619,Habitability,Entire Building,05/02/2014,,6,11237,40.69993,-73.91769,4,37,431,3075117,3032890039,Bushwick North                                                             
303408,329555,BK,98,GRATTAN STREET,108131,Habitability,Partial,05/08/2013,,1,11237,40.70604,-73.92926,1,34,453,3070696,3030090016,Bushwick North                                                             
